'sample interval','ECG'
24258,0.192
24259,0.208
24260,0.208
24261,0.215
24262,0.223
24263,0.215
24264,0.208
24265,0.208
24266,0.208
24267,0.200
24268,0.208
24269,0.208
24270,0.208
24271,0.200
24272,0.208
24273,0.208
24274,0.215
24275,0.208
24276,0.215
24277,0.223
24278,0.215
24279,0.215
24280,0.223
24281,0.238
24282,0.231
24283,0.231
24284,0.231
24285,0.223
24286,0.223
24287,0.208
24288,0.215
24289,0.215
24290,0.208
24291,0.208
24292,0.215
24293,0.208
24294,0.215
24295,0.223
24296,0.223
24297,0.215
24298,0.238
24299,0.238
24300,0.231
24301,0.246
24302,0.246
24303,0.238
24304,0.238
24305,0.238
24306,0.223
24307,0.223
24308,0.223
24309,0.215
24310,0.215
24311,0.223
24312,0.208
24313,0.215
24314,0.223
24315,0.215
24316,0.215
24317,0.215
24318,0.215
24319,0.208
24320,0.215
24321,0.215
24322,0.223
24323,0.215
24324,0.208
24325,0.208
24326,0.208
24327,0.208
24328,0.215
24329,0.208
24330,0.208
24331,0.208
24332,0.215
24333,0.215
24334,0.215
24335,0.238
24336,0.262
24337,0.269
24338,0.292
24339,0.308
24340,0.323
24341,0.323
24342,0.331
24343,0.338
24344,0.338
24345,0.331
24346,0.346
24347,0.362
24348,0.362
24349,0.331
24350,0.300
24351,0.300
24352,0.285
24353,0.246
24354,0.223
24355,0.208
24356,0.169
24357,0.123
24358,0.085
24359,0.054
24360,-0.008
24361,-0.038
24362,-0.069
24363,-0.123
24364,-0.185
24365,-0.246
24366,-0.308
24367,-0.362
24368,-0.415
24369,-0.477
24370,-0.515
24371,-0.500
24372,-0.469
24373,-0.462
24374,-0.454
24375,-0.431
24376,-0.431
24377,-0.423
24378,-0.385
24379,-0.354
24380,-0.323
24381,-0.300
24382,-0.277
24383,-0.254
24384,-0.223
24385,-0.177
24386,-0.131
24387,-0.085
24388,-0.038
24389,0.008
24390,0.054
24391,0.085
24392,0.100
24393,0.123
24394,0.131
24395,0.138
24396,0.138
24397,0.154
24398,0.177
24399,0.177
24400,0.177
24401,0.177
24402,0.192
24403,0.215
24404,0.215
24405,0.208
24406,0.223
24407,0.223
24408,0.215
24409,0.215
24410,0.231
24411,0.238
24412,0.231
24413,0.223
24414,0.231
24415,0.238
24416,0.238
24417,0.231
24418,0.231
24419,0.238
24420,0.246
24421,0.238
24422,0.238
24423,0.231
24424,0.254
24425,0.238
24426,0.231
24427,0.238
24428,0.246
24429,0.238
24430,0.238
24431,0.254
24432,0.262
24433,0.262
24434,0.262
24435,0.269
24436,0.262
24437,0.262
24438,0.254
24439,0.254
24440,0.262
24441,0.269
24442,0.269
24443,0.269
24444,0.269
24445,0.269
24446,0.254
24447,0.254
24448,0.262
24449,0.269
24450,0.277
24451,0.269
24452,0.269
24453,0.277
24454,0.285
24455,0.292
24456,0.285
24457,0.300
24458,0.300
24459,0.285
24460,0.292
24461,0.277
24462,0.285
24463,0.292
24464,0.292
24465,0.292
24466,0.292
24467,0.292
24468,0.300
24469,0.300
24470,0.300
24471,0.292
24472,0.285
24473,0.285
24474,0.292
24475,0.292
24476,0.292
24477,0.300
24478,0.300
24479,0.300
24480,0.308
24481,0.315
24482,0.331
24483,0.315
24484,0.315
24485,0.331
24486,0.338
24487,0.315
24488,0.300
24489,0.315
24490,0.315
24491,0.308
24492,0.308
24493,0.308
24494,0.308
24495,0.315
24496,0.323
24497,0.323
24498,0.338
24499,0.346
24500,0.338
24501,0.346
24502,0.346
24503,0.338
24504,0.346
24505,0.369
24506,0.369
24507,0.369
24508,0.385
24509,0.377
24510,0.369
24511,0.385
24512,0.392
24513,0.392
24514,0.392
24515,0.400
24516,0.400
24517,0.392
24518,0.415
24519,0.415
24520,0.408
24521,0.415
24522,0.415
24523,0.408
24524,0.423
24525,0.454
24526,0.446
24527,0.446
24528,0.462
24529,0.454
24530,0.454
24531,0.454
24532,0.454
24533,0.454
24534,0.469
24535,0.469
24536,0.454
24537,0.454
24538,0.477
24539,0.469
24540,0.462
24541,0.477
24542,0.477
24543,0.485
24544,0.485
24545,0.477
24546,0.469
24547,0.477
24548,0.477
24549,0.477
24550,0.469
24551,0.454
24552,0.454
24553,0.477
24554,0.485
24555,0.469
24556,0.469
24557,0.469
24558,0.462
24559,0.446
24560,0.438
24561,0.446
24562,0.438
24563,0.423
24564,0.423
24565,0.431
24566,0.423
24567,0.423
24568,0.423
24569,0.423
24570,0.408
24571,0.408
24572,0.392
24573,0.392
24574,0.385
24575,0.377
24576,0.362
24577,0.362
24578,0.369
24579,0.362
24580,0.331
24581,0.331
24582,0.331
24583,0.338
24584,0.323
24585,0.323
24586,0.323
24587,0.315
24588,0.308
24589,0.300
24590,0.292
24591,0.285
24592,0.292
24593,0.277
24594,0.269
24595,0.269
24596,0.269
24597,0.269
24598,0.269
24599,0.254
24600,0.246
24601,0.238
24602,0.238
24603,0.238
24604,0.246
24605,0.246
24606,0.231
24607,0.231
24608,0.231
24609,0.223
24610,0.208
24611,0.208
24612,0.215
24613,0.223
24614,0.223
24615,0.223
24616,0.223
24617,0.215
24618,0.223
24619,0.223
24620,0.231
24621,0.231
24622,0.223
24623,0.200
24624,0.200
24625,0.200
24626,0.200
24627,0.192
24628,0.192
24629,0.200
24630,0.200
24631,0.200
24632,0.200
24633,0.200
24634,0.200
24635,0.200
24636,0.192
24637,0.208
24638,0.200
24639,0.208
24640,0.215
24641,0.200
24642,0.208
24643,0.208
24644,0.208
24645,0.208
24646,0.215
24647,0.215
24648,0.208
24649,0.223
24650,0.215
24651,0.215
24652,0.215
24653,0.215
24654,0.215
24655,0.223
24656,0.215
24657,0.223
24658,0.223
24659,0.215
24660,0.208
24661,0.200
24662,0.200
24663,0.192
24664,0.185
24665,0.185
24666,0.185
24667,0.185
24668,0.185
24669,0.185
24670,0.185
24671,0.192
24672,0.200
24673,0.200
24674,0.200
24675,0.208
24676,0.208
24677,0.208
24678,0.223
24679,0.215
24680,0.208
24681,0.215
24682,0.215
24683,0.192
24684,0.200
24685,0.208
24686,0.192
24687,0.177
24688,0.177
24689,0.169
24690,0.162
24691,0.169
24692,0.169
24693,0.169
24694,0.169
24695,0.162
24696,0.162
24697,0.177
24698,0.177
24699,0.162
24700,0.169
24701,0.185
24702,0.169
24703,0.169
24704,0.169
24705,0.177
24706,0.169
24707,0.169
24708,0.162
24709,0.169
24710,0.177
24711,0.177
24712,0.177
24713,0.177
24714,0.169
24715,0.169
24716,0.185
24717,0.192
24718,0.185
24719,0.169
24720,0.185
24721,0.185
24722,0.177
24723,0.177
24724,0.177
24725,0.177
24726,0.169
24727,0.177
24728,0.185
24729,0.177
24730,0.177
24731,0.162
24732,0.146
24733,0.162
24734,0.162
24735,0.154
24736,0.154
24737,0.146
24738,0.154
24739,0.154
24740,0.169
24741,0.185
24742,0.177
24743,0.185
24744,0.185
24745,0.185
24746,0.192
24747,0.200
24748,0.192
24749,0.192
24750,0.200
24751,0.200
24752,0.192
24753,0.192
24754,0.200
24755,0.185
24756,0.200
24757,0.200
24758,0.185
24759,0.200
24760,0.215
24761,0.208
24762,0.208
24763,0.215
24764,0.215
24765,0.208
24766,0.208
24767,0.200
24768,0.192
24769,0.192
24770,0.185
24771,0.177
24772,0.192
24773,0.192
24774,0.192
24775,0.192
24776,0.200
24777,0.185
24778,0.185
24779,0.192
24780,0.185
24781,0.192
24782,0.192
24783,0.200
24784,0.208
24785,0.215
24786,0.208
24787,0.208
24788,0.200
24789,0.200
24790,0.192
24791,0.192
24792,0.200
24793,0.208
24794,0.200
24795,0.192
24796,0.200
24797,0.192
24798,0.192
24799,0.192
24800,0.185
24801,0.185
24802,0.208
24803,0.208
24804,0.200
24805,0.200
24806,0.192
24807,0.192
24808,0.208
24809,0.208
24810,0.192
24811,0.208
24812,0.208
24813,0.192
24814,0.200
24815,0.208
24816,0.200
24817,0.200
24818,0.208
24819,0.208
24820,0.192
24821,0.200
24822,0.208
24823,0.185
24824,0.200
24825,0.215
24826,0.200
24827,0.200
24828,0.192
24829,0.200
24830,0.200
24831,0.208
24832,0.208
24833,0.200
24834,0.200
24835,0.200
24836,0.192
24837,0.192
24838,0.215
24839,0.208
24840,0.200
24841,0.200
24842,0.208
24843,0.208
24844,0.200
24845,0.200
24846,0.200
24847,0.208
24848,0.208
24849,0.208
24850,0.208
24851,0.208
24852,0.208
24853,0.200
24854,0.215
24855,0.215
24856,0.208
24857,0.208
24858,0.215
24859,0.215
24860,0.208
24861,0.208
24862,0.208
24863,0.200
24864,0.215
24865,0.208
24866,0.192
24867,0.208
24868,0.215
24869,0.215
24870,0.215
24871,0.215
24872,0.231
24873,0.223
24874,0.215
24875,0.223
24876,0.223
24877,0.208
24878,0.200
24879,0.215
24880,0.215
24881,0.215
24882,0.200
24883,0.200
24884,0.215
24885,0.223
24886,0.231
24887,0.223
24888,0.223
24889,0.223
24890,0.231
24891,0.223
24892,0.223
24893,0.223
24894,0.231
24895,0.215
24896,0.223
24897,0.215
24898,0.200
24899,0.200
24900,0.208
24901,0.208
24902,0.200
24903,0.223
24904,0.215
24905,0.223
24906,0.231
24907,0.231
24908,0.238
24909,0.254
24910,0.254
24911,0.254
24912,0.269
24913,0.277
24914,0.254
24915,0.269
24916,0.269
24917,0.254
24918,0.262
24919,0.262
24920,0.254
24921,0.254
24922,0.254
24923,0.246
24924,0.238
24925,0.254
24926,0.246
24927,0.246
24928,0.254
24929,0.262
24930,0.269
24931,0.269
24932,0.269
24933,0.269
24934,0.269
24935,0.269
24936,0.285
24937,0.292
24938,0.292
24939,0.285
24940,0.277
24941,0.300
24942,0.308
24943,0.300
24944,0.315
24945,0.308
24946,0.292
24947,0.292
24948,0.300
24949,0.292
24950,0.285
24951,0.285
24952,0.285
24953,0.285
24954,0.292
24955,0.300
24956,0.308
24957,0.308
24958,0.315
24959,0.323
24960,0.315
24961,0.308
24962,0.308
24963,0.323
24964,0.315
24965,0.315
24966,0.308
24967,0.308
24968,0.308
24969,0.315
24970,0.308
24971,0.300
24972,0.300
24973,0.300
24974,0.285
24975,0.300
24976,0.292
24977,0.285
24978,0.285
24979,0.285
24980,0.285
24981,0.277
24982,0.277
24983,0.277
24984,0.277
24985,0.269
24986,0.269
24987,0.269
24988,0.262
24989,0.254
24990,0.262
24991,0.254
24992,0.262
24993,0.254
24994,0.238
24995,0.231
24996,0.231
24997,0.231
24998,0.215
24999,0.223
25000,0.215
25001,0.215
25002,0.223
25003,0.215
25004,0.223
25005,0.223
25006,0.231
25007,0.208
25008,0.208
25009,0.215
25010,0.208
25011,0.215
25012,0.215
25013,0.208
25014,0.215
25015,0.231
25016,0.223
25017,0.223
25018,0.238
25019,0.231
25020,0.231
25021,0.238
25022,0.246
25023,0.246
25024,0.254
25025,0.238
25026,0.246
25027,0.254
25028,0.254
25029,0.246
25030,0.254
25031,0.254
25032,0.262
25033,0.277
25034,0.277
25035,0.285
25036,0.292
25037,0.308
25038,0.308
25039,0.331
25040,0.354
25041,0.369
25042,0.392
25043,0.408
25044,0.431
25045,0.446
25046,0.469
25047,0.485
25048,0.515
25049,0.523
25050,0.546
25051,0.569
25052,0.585
25053,0.569
25054,0.562
25055,0.562
25056,0.554
25057,0.546
25058,0.554
25059,0.538
25060,0.500
25061,0.485
25062,0.477
25063,0.438
25064,0.423
25065,0.415
25066,0.400
25067,0.385
25068,0.377
25069,0.369
25070,0.369
25071,0.369
25072,0.377
25073,0.346
25074,0.362
25075,0.354
25076,0.354
25077,0.346
25078,0.338
25079,0.331
25080,0.338
25081,0.323
25082,0.331
25083,0.331
25084,0.331
25085,0.315
25086,0.315
25087,0.323
25088,0.308
25089,0.300
25090,0.277
25091,0.269
25092,0.269
25093,0.269
25094,0.254
25095,0.246
25096,0.238
25097,0.223
25098,0.223
25099,0.223
25100,0.215
25101,0.215
25102,0.215
25103,0.208
25104,0.208
25105,0.215
25106,0.200
25107,0.185
25108,0.200
25109,0.192
25110,0.192
25111,0.192
25112,0.200
25113,0.192
25114,0.192
25115,0.192
25116,0.192
25117,0.177
25118,0.185
25119,0.192
25120,0.200
25121,0.185
25122,0.192
25123,0.192
25124,0.192
25125,0.192
25126,0.185
25127,0.192
25128,0.192
25129,0.200
25130,0.208
25131,0.208
25132,0.192
25133,0.192
25134,0.200
25135,0.192
25136,0.192
25137,0.192
25138,0.192
25139,0.185
25140,0.185
25141,0.192
25142,0.200
25143,0.208
25144,0.200
25145,0.192
25146,0.200
25147,0.200
25148,0.208
25149,0.208
25150,0.200
25151,0.208
25152,0.208
25153,0.208
25154,0.200
25155,0.215
25156,0.208
25157,0.200
25158,0.192
25159,0.192
25160,0.200
25161,0.192
25162,0.192
25163,0.200
25164,0.192
25165,0.200
25166,0.200
25167,0.200
25168,0.200
25169,0.192
25170,0.200
25171,0.200
25172,0.200
25173,0.208
25174,0.200
25175,0.192
25176,0.185
25177,0.185
25178,0.185
25179,0.185
25180,0.169
25181,0.177
25182,0.185
25183,0.177
25184,0.162
25185,0.169
25186,0.169
25187,0.169
25188,0.162
25189,0.169
25190,0.162
25191,0.162
25192,0.162
25193,0.162
25194,0.162
25195,0.162
25196,0.169
25197,0.169
25198,0.169
25199,0.169
25200,0.169
25201,0.169
25202,0.169
25203,0.154
25204,0.169
25205,0.169
25206,0.162
25207,0.162
25208,0.162
25209,0.162
25210,0.169
25211,0.169
25212,0.169
25213,0.169
25214,0.169
25215,0.169
25216,0.169
25217,0.177
25218,0.177
25219,0.177
25220,0.185
25221,0.192
25222,0.185
25223,0.169
25224,0.146
25225,0.146
25226,0.154
25227,0.138
25228,0.131
25229,0.138
25230,0.138
25231,0.123
25232,0.123
25233,0.123
25234,0.131
25235,0.123
25236,0.108
25237,0.108
25238,0.115
25239,0.115
25240,0.108
25241,0.100
25242,0.100
25243,0.100
25244,0.100
25245,0.092
25246,0.092
25247,0.100
25248,0.108
25249,0.092
25250,0.100
25251,0.115
25252,0.115
25253,0.108
25254,0.100
25255,0.115
25256,0.123
25257,0.115
25258,0.115
25259,0.115
25260,0.138
25261,0.131
25262,0.123
25263,0.131
25264,0.123
25265,0.115
25266,0.131
25267,0.131
25268,0.123
25269,0.138
25270,0.138
25271,0.138
25272,0.146
25273,0.138
25274,0.146
25275,0.154
25276,0.154
25277,0.162
25278,0.169
25279,0.162
25280,0.154
25281,0.154
25282,0.162
25283,0.169
25284,0.177
25285,0.185
25286,0.185
25287,0.185
25288,0.192
25289,0.192
25290,0.200
25291,0.208
25292,0.208
25293,0.208
25294,0.215
25295,0.215
25296,0.215
25297,0.215
25298,0.215
25299,0.208
25300,0.208
25301,0.208
25302,0.215
25303,0.215
25304,0.215
25305,0.215
25306,0.200
25307,0.215
25308,0.223
25309,0.215
25310,0.223
25311,0.231
25312,0.223
25313,0.223
25314,0.215
25315,0.223
25316,0.223
25317,0.238
25318,0.223
25319,0.200
25320,0.215
25321,0.223
25322,0.208
25323,0.192
25324,0.192
25325,0.192
25326,0.200
25327,0.200
25328,0.192
25329,0.200
25330,0.200
25331,0.200
25332,0.200
25333,0.200
25334,0.200
25335,0.208
25336,0.223
25337,0.215
25338,0.223
25339,0.231
25340,0.223
25341,0.223
25342,0.231
25343,0.215
25344,0.208
25345,0.208
25346,0.223
25347,0.231
25348,0.208
25349,0.223
25350,0.223
25351,0.215
25352,0.223
25353,0.231
25354,0.223
25355,0.223
25356,0.231
25357,0.231
25358,0.231
25359,0.231
25360,0.231
25361,0.231
25362,0.231
25363,0.215
25364,0.200
25365,0.208
25366,0.215
25367,0.208
25368,0.215
25369,0.223
25370,0.223
25371,0.223
25372,0.238
25373,0.238
25374,0.238
25375,0.246
25376,0.238
25377,0.238
25378,0.238
25379,0.238
25380,0.231
25381,0.223
25382,0.223
25383,0.223
25384,0.223
25385,0.215
25386,0.223
25387,0.215
25388,0.215
25389,0.223
25390,0.223
25391,0.215
25392,0.215
25393,0.223
25394,0.231
25395,0.215
25396,0.223
25397,0.223
25398,0.208
25399,0.215
25400,0.223
25401,0.223
25402,0.215
25403,0.208
25404,0.215
25405,0.215
25406,0.223
25407,0.215
25408,0.215
25409,0.215
25410,0.231
25411,0.231
25412,0.246
25413,0.269
25414,0.285
25415,0.300
25416,0.315
25417,0.323
25418,0.331
25419,0.346
25420,0.354
25421,0.346
25422,0.346
25423,0.346
25424,0.362
25425,0.362
25426,0.338
25427,0.323
25428,0.308
25429,0.285
25430,0.262
25431,0.254
25432,0.208
25433,0.169
25434,0.138
25435,0.100
25436,0.069
25437,0.031
25438,-0.008
25439,-0.054
25440,-0.100
25441,-0.162
25442,-0.231
25443,-0.285
25444,-0.354
25445,-0.415
25446,-0.477
25447,-0.515
25448,-0.500
25449,-0.477
25450,-0.462
25451,-0.454
25452,-0.438
25453,-0.431
25454,-0.423
25455,-0.392
25456,-0.369
25457,-0.338
25458,-0.308
25459,-0.285
25460,-0.262
25461,-0.231
25462,-0.192
25463,-0.138
25464,-0.085
25465,-0.046
25466,-0.008
25467,0.038
25468,0.069
25469,0.100
25470,0.115
25471,0.115
25472,0.131
25473,0.146
25474,0.146
25475,0.138
25476,0.169
25477,0.169
25478,0.185
25479,0.200
25480,0.200
25481,0.208
25482,0.215
25483,0.215
25484,0.223
25485,0.231
25486,0.223
25487,0.223
25488,0.246
25489,0.238
25490,0.231
25491,0.238
25492,0.223
25493,0.231
25494,0.246
25495,0.238
25496,0.231
25497,0.238
25498,0.246
25499,0.238
25500,0.238
25501,0.254
25502,0.246
25503,0.246
25504,0.246
25505,0.246
25506,0.246
25507,0.254
25508,0.262
25509,0.269
25510,0.277
25511,0.277
25512,0.277
25513,0.269
25514,0.269
25515,0.269
25516,0.277
25517,0.277
25518,0.269
25519,0.285
25520,0.269
25521,0.277
25522,0.285
25523,0.277
25524,0.285
25525,0.285
25526,0.285
25527,0.285
25528,0.285
25529,0.277
25530,0.277
25531,0.300
25532,0.292
25533,0.292
25534,0.300
25535,0.292
25536,0.292
25537,0.285
25538,0.292
25539,0.308
25540,0.300
25541,0.285
25542,0.277
25543,0.285
25544,0.285
25545,0.292
25546,0.292
25547,0.277
25548,0.285
25549,0.285
25550,0.285
25551,0.292
25552,0.292
25553,0.285
25554,0.285
25555,0.285
25556,0.285
25557,0.308
25558,0.315
25559,0.315
25560,0.308
25561,0.308
25562,0.323
25563,0.331
25564,0.308
25565,0.292
25566,0.300
25567,0.308
25568,0.292
25569,0.308
25570,0.308
25571,0.308
25572,0.308
25573,0.323
25574,0.323
25575,0.323
25576,0.323
25577,0.338
25578,0.346
25579,0.338
25580,0.338
25581,0.362
25582,0.362
25583,0.346
25584,0.369
25585,0.377
25586,0.369
25587,0.369
25588,0.385
25589,0.385
25590,0.377
25591,0.385
25592,0.400
25593,0.400
25594,0.392
25595,0.392
25596,0.408
25597,0.408
25598,0.415
25599,0.415
25600,0.423
25601,0.431
25602,0.438
25603,0.431
25604,0.446
25605,0.454
25606,0.454
25607,0.462
25608,0.462
25609,0.462
25610,0.462
25611,0.454
25612,0.454
25613,0.454
25614,0.469
25615,0.477
25616,0.469
25617,0.477
25618,0.492
25619,0.492
25620,0.492
25621,0.477
25622,0.485
25623,0.485
25624,0.477
25625,0.477
25626,0.469
25627,0.477
25628,0.469
25629,0.469
25630,0.462
25631,0.454
25632,0.462
25633,0.469
25634,0.462
25635,0.454
25636,0.446
25637,0.438
25638,0.438
25639,0.431
25640,0.415
25641,0.423
25642,0.415
25643,0.400
25644,0.408
25645,0.415
25646,0.400
25647,0.400
25648,0.400
25649,0.385
25650,0.377
25651,0.385
25652,0.362
25653,0.346
25654,0.354
25655,0.362
25656,0.346
25657,0.323
25658,0.331
25659,0.331
25660,0.315
25661,0.308
25662,0.292
25663,0.300
25664,0.300
25665,0.285
25666,0.269
25667,0.277
25668,0.269
25669,0.262
25670,0.262
25671,0.254
25672,0.254
25673,0.246
25674,0.246
25675,0.254
25676,0.254
25677,0.254
25678,0.238
25679,0.238
25680,0.238
25681,0.231
25682,0.223
25683,0.231
25684,0.231
25685,0.223
25686,0.215
25687,0.223
25688,0.231
25689,0.223
25690,0.223
25691,0.231
25692,0.238
25693,0.231
25694,0.231
25695,0.238
25696,0.238
25697,0.238
25698,0.231
25699,0.223
25700,0.223
25701,0.208
25702,0.208
25703,0.200
25704,0.208
25705,0.208
25706,0.215
25707,0.200
25708,0.200
25709,0.208
25710,0.208
25711,0.208
25712,0.208
25713,0.223
25714,0.223
25715,0.208
25716,0.215
25717,0.215
25718,0.208
25719,0.215
25720,0.223
25721,0.215
25722,0.208
25723,0.215
25724,0.223
25725,0.215
25726,0.223
25727,0.231
25728,0.231
25729,0.215
25730,0.223
25731,0.231
25732,0.223
25733,0.223
25734,0.215
25735,0.215
25736,0.223
25737,0.223
25738,0.208
25739,0.208
25740,0.200
25741,0.200
25742,0.208
25743,0.200
25744,0.192
25745,0.200
25746,0.185
25747,0.192
25748,0.192
25749,0.192
25750,0.200
25751,0.200
25752,0.208
25753,0.208
25754,0.208
25755,0.215
25756,0.215
25757,0.208
25758,0.215
25759,0.200
25760,0.192
25761,0.200
25762,0.208
25763,0.200
25764,0.192
25765,0.185
25766,0.185
25767,0.185
25768,0.169
25769,0.154
25770,0.169
25771,0.162
25772,0.162
25773,0.162
25774,0.177
25775,0.177
25776,0.177
25777,0.177
25778,0.192
25779,0.185
25780,0.177
25781,0.169
25782,0.185
25783,0.185
25784,0.185
25785,0.177
25786,0.185
25787,0.185
25788,0.185
25789,0.185
25790,0.185
25791,0.185
25792,0.192
25793,0.177
25794,0.185
25795,0.192
25796,0.185
25797,0.185
25798,0.192
25799,0.185
25800,0.177
25801,0.192
25802,0.200
25803,0.200
25804,0.185
25805,0.192
25806,0.200
25807,0.185
25808,0.185
25809,0.185
25810,0.185
25811,0.177
25812,0.169
25813,0.169
25814,0.146
25815,0.162
25816,0.169
25817,0.177
25818,0.177
25819,0.169
25820,0.185
25821,0.192
25822,0.185
25823,0.192
25824,0.200
25825,0.192
25826,0.192
25827,0.208
25828,0.208
25829,0.208
25830,0.208
25831,0.208
25832,0.208
25833,0.192
25834,0.192
25835,0.200
25836,0.200
25837,0.192
25838,0.208
25839,0.208
25840,0.208
25841,0.215
25842,0.208
25843,0.208
25844,0.215
25845,0.208
25846,0.200
25847,0.208
25848,0.200
25849,0.192
25850,0.185
25851,0.192
25852,0.200
25853,0.192
25854,0.192
25855,0.192
25856,0.200
25857,0.208
25858,0.192
25859,0.208
25860,0.215
25861,0.215
25862,0.208
25863,0.223
25864,0.223
25865,0.223
25866,0.223
25867,0.223
25868,0.215
25869,0.215
25870,0.215
25871,0.208
25872,0.208
25873,0.208
25874,0.200
25875,0.200
25876,0.208
25877,0.192
25878,0.185
25879,0.192
25880,0.192
25881,0.200
25882,0.200
25883,0.215
25884,0.215
25885,0.215
25886,0.215
25887,0.215
25888,0.215
25889,0.223
25890,0.215
25891,0.208
25892,0.215
25893,0.215
25894,0.215
25895,0.215
25896,0.215
25897,0.208
25898,0.215
25899,0.215
25900,0.208
25901,0.215
25902,0.215
25903,0.200
25904,0.208
25905,0.215
25906,0.208
25907,0.200
25908,0.208
25909,0.208
25910,0.208
25911,0.208
25912,0.200
25913,0.208
25914,0.208
25915,0.200
25916,0.208
25917,0.215
25918,0.200
25919,0.200
25920,0.215
25921,0.215
25922,0.208
25923,0.208
25924,0.215
25925,0.223
25926,0.223
25927,0.215
25928,0.215
25929,0.223
25930,0.223
25931,0.231
25932,0.223
25933,0.231
25934,0.223
25935,0.223
25936,0.215
25937,0.223
25938,0.223
25939,0.223
25940,0.231
25941,0.223
25942,0.223
25943,0.231
25944,0.215
25945,0.215
25946,0.223
25947,0.223
25948,0.223
25949,0.223
25950,0.215
25951,0.215
25952,0.223
25953,0.215
25954,0.200
25955,0.215
25956,0.215
25957,0.208
25958,0.223
25959,0.223
25960,0.223
25961,0.231
25962,0.231
25963,0.223
25964,0.238
25965,0.223
25966,0.223
25967,0.223
25968,0.208
25969,0.208
25970,0.215
25971,0.215
25972,0.215
25973,0.208
25974,0.208
25975,0.208
25976,0.208
25977,0.215
25978,0.200
25979,0.215
25980,0.208
25981,0.215
25982,0.223
25983,0.231
25984,0.231
25985,0.238
25986,0.246
25987,0.246
25988,0.254
25989,0.262
25990,0.254
25991,0.254
25992,0.262
25993,0.262
25994,0.254
25995,0.254
25996,0.254
25997,0.262
25998,0.262
25999,0.246
26000,0.254
26001,0.254
26002,0.262
26003,0.262
26004,0.262
26005,0.262
26006,0.277
26007,0.285
26008,0.292
26009,0.277
26010,0.277
26011,0.277
26012,0.277
26013,0.292
26014,0.300
26015,0.308
26016,0.300
26017,0.292
26018,0.300
26019,0.308
26020,0.315
26021,0.323
26022,0.308
26023,0.300
26024,0.315
26025,0.300
26026,0.300
26027,0.300
26028,0.292
26029,0.285
26030,0.300
26031,0.308
26032,0.308
26033,0.300
26034,0.308
26035,0.308
26036,0.315
26037,0.323
26038,0.315
26039,0.308
26040,0.300
26041,0.308
26042,0.323
26043,0.323
26044,0.308
26045,0.300
26046,0.308
26047,0.300
26048,0.292
26049,0.300
26050,0.292
26051,0.277
26052,0.277
26053,0.277
26054,0.277
26055,0.285
26056,0.277
26057,0.269
26058,0.262
26059,0.254
26060,0.262
26061,0.262
26062,0.269
26063,0.269
26064,0.254
26065,0.254
26066,0.254
26067,0.246
26068,0.238
26069,0.238
26070,0.231
26071,0.231
26072,0.238
26073,0.238
26074,0.231
26075,0.223
26076,0.208
26077,0.215
26078,0.223
26079,0.215
26080,0.215
26081,0.223
26082,0.215
26083,0.223
26084,0.223
26085,0.215
26086,0.208
26087,0.215
26088,0.215
26089,0.215
26090,0.215
26091,0.223
26092,0.223
26093,0.238
26094,0.246
26095,0.238
26096,0.238
26097,0.246
26098,0.254
26099,0.246
26100,0.238
26101,0.246
26102,0.246
26103,0.246
26104,0.246
26105,0.246
26106,0.254
26107,0.262
26108,0.269
26109,0.269
26110,0.285
26111,0.292
26112,0.300
26113,0.315
26114,0.323
26115,0.346
26116,0.354
26117,0.377
26118,0.400
26119,0.431
26120,0.431
26121,0.438
26122,0.454
26123,0.477
26124,0.500
26125,0.523
26126,0.538
26127,0.554
26128,0.577
26129,0.592
26130,0.569
26131,0.562
26132,0.585
26133,0.592
26134,0.569
26135,0.562
26136,0.562
26137,0.531
26138,0.492
26139,0.485
26140,0.462
26141,0.423
26142,0.408
26143,0.400
26144,0.392
26145,0.377
26146,0.369
26147,0.354
26148,0.354
26149,0.354
26150,0.354
26151,0.346
26152,0.338
26153,0.331
26154,0.338
26155,0.331
26156,0.315
26157,0.323
26158,0.323
26159,0.323
26160,0.308
26161,0.308
26162,0.315
26163,0.315
26164,0.308
26165,0.292
26166,0.277
26167,0.277
26168,0.277
26169,0.262
26170,0.246
26171,0.246
26172,0.238
26173,0.231
26174,0.231
26175,0.223
26176,0.215
26177,0.223
26178,0.208
26179,0.215
26180,0.223
26181,0.208
26182,0.200
26183,0.200
26184,0.208
26185,0.200
26186,0.200
26187,0.192
26188,0.185
26189,0.192
26190,0.192
26191,0.192
26192,0.200
26193,0.185
26194,0.185
26195,0.185
26196,0.192
26197,0.185
26198,0.185
26199,0.192
26200,0.200
26201,0.192
26202,0.185
26203,0.192
26204,0.200
26205,0.200
26206,0.200
26207,0.192
26208,0.192
26209,0.192
26210,0.192
26211,0.192
26212,0.192
26213,0.192
26214,0.185
26215,0.177
26216,0.192
26217,0.192
26218,0.192
26219,0.192
26220,0.200
26221,0.200
26222,0.200
26223,0.200
26224,0.215
26225,0.215
26226,0.215
26227,0.215
26228,0.215
26229,0.208
26230,0.208
26231,0.192
26232,0.200
26233,0.215
26234,0.200
26235,0.192
26236,0.208
26237,0.200
26238,0.192
26239,0.192
26240,0.200
26241,0.200
26242,0.208
26243,0.200
26244,0.200
26245,0.200
26246,0.208
26247,0.200
